State,State Code,Cities,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,
Ladakh,LA,Kargil,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,17,21,21,21,22,25,26,29,29,51,68,68,68,187,255,330,400,432,453,485,531,547,583,623,623,632,649,653,668,670,677,677,695,695,696,700,700,702,702,705,707,707,714,714,718,719,719,719,719,726,726,726,726,727,727,727,727,737,739,740,740,742,751,758,758,758,769,769,
Ladakh,LA,Leh,12,12,12,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,15,15,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,35,35,35,37,37,37,37,37,37,37,47,59,60,60,66,66,66,66,66,68,80,87,103,137,154,154,163,163,163,182,193,203,203,204,211,235,247,247,251,251,251,251,268,270,273,283,301,302,303,311,311,321,339,344,347,348,361,368,369,382,382,382,400,437,450,457,475,482,497,513,523,524,545,549,587,599,
