State, State Code, Cities,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,
Puducherry,PY,Karaikal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,6,8,8,9,10,10,10,14,14,21,24,39,39,39,39,39,42,43,45,45,46,46,71,71,76,86,96,97,99,99,111,120,120,123,134,135,143,146,147,150,153,153,153,165,172,185,188,195,204,209,230,249,259,297,334,340,370,370,411,427,
Puducherry,PY,Mahe,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,6,8,8,8,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,13,18,18,18,18,18,19,20,20,20,20,21,21,21,21,21,21,21,21,21,21,21,22,22,23,23,23,23,23,23,23,23,23,23,25,24,27,27,27,27,27,27,27,28,28,28,
Puducherry,PY,Puducherry,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,10,13,13,13,13,13,18,18,18,20,20,35,41,41,41,47,51,51,64,73,73,84,84,89,101,113,121,124,136,147,152,165,181,189,201,228,254,269,319,346,363,378,436,470,499,569,597,639,660,680,740,761,837,869,931,960,1040,1089,1156,1205,1276,1325,1376,1431,1559,1636,1687,1791,1873,1959,2053,2169,2262,2375,2503,2588,2716,2870,2984,3119,3208,3369,3492,3653,3835,4003,4233,4454,4659,4848,5089,5502,5751,6049,
Puducherry,PY,Yanam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,2,4,14,15,15,20,20,20,25,25,25,35,45,52,55,62,64,64,64,82,83,83,106,108,108,119,119,119,145,187,219,261,261,341,342,343,345,362,409,414,481,490,491,
